request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_171,310.65,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,878.80 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 500.00 minimum balance."
request_172,10200.0,affordable_with_plan,installments,2024-06-05:10200,2024-06-05,none,"Use installment plan payment_option_488 (2024-06-05:10200). This schedule fits your cash flow while preserving your ZAR 27,200.00 minimum balance."
request_173,83190.53,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 113,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 79,100.00 minimum balance."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:1146.20,2026-04-04,none,Use installment plan payment_option_495 (2026-04-04:1146.20). This schedule fits your cash flow while preserving your EUR 700.00 minimum balance.
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"You can safely pay the full EUR 2,346.30 today. Your balance remains safely above your EUR 1,700.00 minimum balance throughout the forecast period."
request_176,686.95,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,239.70 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 600.00 minimum balance."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"You can safely pay the full USD 1,017.60 today. Your balance remains safely above your USD 1,300.00 minimum balance throughout the forecast period."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:2938.10,2024-12-07,none,"Use installment plan payment_option_507 (2024-12-07:2938.10). This schedule fits your cash flow while preserving your EUR 1,400.00 minimum balance."
request_179,37957249.53,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 41,648,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 41,430,800.00 minimum balance."
request_180,66500.0,affordable_with_plan,installments,2026-07-06:66500,2026-07-06,none,"Use installment plan payment_option_511 (2026-07-06:66500). This schedule fits your cash flow while preserving your INR 37,300.00 minimum balance."
request_181,1141.0,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 5,059.20 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 2,000.00 minimum balance."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"You can safely pay the full ZAR 65,714.00 today. Your balance remains safely above your ZAR 31,100.00 minimum balance throughout the forecast period."
request_183,26866000.0,affordable_with_plan,installments,2026-04-07:26866000,2026-04-07,none,"Use installment plan payment_option_522 (2026-04-07:26866000). This schedule fits your cash flow while preserving your IDR 11,878,300.00 minimum balance."
request_184,47540.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 251,900.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 110,800.00 minimum balance."
request_185,783.4,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,257.30 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,300.00 minimum balance."
request_186,22863.5,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 26,554.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 22,000.00 minimum balance."
request_187,67435.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 187,500.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 128,300.00 minimum balance."
request_188,585.3,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,464.00 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 900.00 minimum balance."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,You can safely pay the full EUR 488.40 today. Your balance remains safely above your EUR 400.00 minimum balance throughout the forecast period.
request_190,1555.8,affordable_later,wait,2024-12-15:2557.50,2024-12-15,none,"Wait until 2024-12-15 to make the full payment of EUR 2,557.50. Your balance will reach safe levels on that date."
request_191,664.4,affordable_with_plan,installments,2025-05-03:664.40,2025-05-03,none,Use installment plan payment_option_543 (2025-05-03:664.40). This schedule fits your cash flow while preserving your EUR 500.00 minimum balance.
request_192,384.8,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,046.00 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,000.00 minimum balance."
request_193,310.62,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,212.20 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,000.00 minimum balance."
request_194,95030.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 132,800.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 113,600.00 minimum balance."
request_195,1170.4,affordable_with_plan,installments,2026-01-06:1170.40,2026-01-06,none,Use installment plan payment_option_556 (2026-01-06:1170.40). This schedule fits your cash flow while preserving your EUR 700.00 minimum balance.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,You can safely pay the full EUR 762.30 today. Your balance remains safely above your EUR 500.00 minimum balance throughout the forecast period.
request_197,50939000.0,affordable_with_plan,installments,2025-11-05:50939000,2025-11-05,none,"Use installment plan payment_option_563 (2025-11-05:50939000). This schedule fits your cash flow while preserving your IDR 26,245,900.00 minimum balance."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"You can safely pay the full INR 185,800.00 today. Your balance remains safely above your INR 124,300.00 minimum balance throughout the forecast period."
request_199,23674000.0,affordable_with_plan,installments,2024-09-04:23674000,2024-09-04,none,"Use installment plan payment_option_570 (2024-09-04:23674000). This schedule fits your cash flow while preserving your IDR 25,359,500.00 minimum balance."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"You can safely pay the full IDR 21,717,000.00 today. Your balance remains safely above your IDR 20,114,600.00 minimum balance throughout the forecast period."
request_201,23997000.0,affordable_with_plan,installments,2026-04-03:23997000,2026-04-03,none,"Use installment plan payment_option_576 (2026-04-03:23997000). This schedule fits your cash flow while preserving your IDR 17,304,500.00 minimum balance."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"You can safely pay the full INR 123,900.00 today. Your balance remains safely above your INR 147,800.00 minimum balance throughout the forecast period."
request_203,1442.1,affordable_with_plan,installments,2025-05-07:1442.10,2025-05-07,none,"Use installment plan payment_option_584 (2025-05-07:1442.10). This schedule fits your cash flow while preserving your EUR 1,400.00 minimum balance."
request_204,588.74,affordable_with_plan,installments,2026-01-04:588.74,2026-01-04,none,"Use installment plan payment_option_586 (2026-01-04:588.74). This schedule fits your cash flow while preserving your EUR 1,300.00 minimum balance."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"You can safely pay the full IDR 10,621,000.00 today. Your balance remains safely above your IDR 13,994,300.00 minimum balance throughout the forecast period."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:1404.70,2025-08-03,none,Use installment plan payment_option_593 (2025-08-03:1404.70). This schedule fits your cash flow while preserving your EUR 900.00 minimum balance.
request_207,11830.0,affordable_with_plan,installments,2026-07-05:11830,2026-07-05,none,"Use installment plan payment_option_595 (2026-07-05:11830). This schedule fits your cash flow while preserving your ZAR 13,600.00 minimum balance."
request_208,4413000.0,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,"You can safely pay the full IDR 4,413,000.00 today. Your balance remains safely above your IDR 10,470,700.00 minimum balance throughout the forecast period."
request_209,8625.1,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 56,914.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 18,400.00 minimum balance."
request_210,1360.02,affordable_with_plan,installments,2026-04-06:1360.02,2026-04-06,none,"Use installment plan payment_option_602 (2026-04-06:1360.02). This schedule fits your cash flow while preserving your USD 2,000.00 minimum balance."
request_211,1227.89,affordable_later,wait,2024-09-15:1788.60,2024-09-15,none,"Wait until 2024-09-15 to make the full payment of EUR 1,788.60. Your balance will reach safe levels on that date."
request_212,22343998.3,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 71,934,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 29,579,800.00 minimum balance."
request_213,3362.4,affordable_with_plan,installments,2026-01-07:3362.40,2026-01-07,none,"Use installment plan payment_option_611 (2026-01-07:3362.40). This schedule fits your cash flow while preserving your USD 2,100.00 minimum balance."
request_214,69750.0,affordable_with_plan,installments,2024-12-04:69750,2024-12-04,none,"Use installment plan payment_option_613 (2024-12-04:69750). This schedule fits your cash flow while preserving your INR 174,900.00 minimum balance."
request_215,29986.0,affordable_with_plan,installments,2025-05-06:29986,2025-05-06,none,"Use installment plan payment_option_617 (2025-05-06:29986). This schedule fits your cash flow while preserving your ZAR 15,700.00 minimum balance."
request_216,1166.8,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,332.40 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,800.00 minimum balance."
request_217,31601.97,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use installment plan payment_option_622 (2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07). This schedule fits your cash flow while preserving your ZAR 26,800.00 minimum balance."
request_218,37942413.77,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use installment plan payment_option_625 (2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33). This schedule fits your cash flow while preserving your IDR 34,477,200.00 minimum balance."
request_219,1673.1,affordable_with_plan,installments,2026-04-04:1673.10,2026-04-04,none,"Use installment plan payment_option_629 (2026-04-04:1673.10). This schedule fits your cash flow while preserving your EUR 1,100.00 minimum balance."
request_220,307.32,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3,118.50 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,100.00 minimum balance."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"You can safely pay the full INR 109,800.00 today. Your balance remains safely above your INR 81,500.00 minimum balance throughout the forecast period."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"You can safely pay the full ZAR 34,078.00 today. Your balance remains safely above your ZAR 27,300.00 minimum balance throughout the forecast period."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,You can safely pay the full EUR 898.70 today. Your balance remains safely above your EUR 800.00 minimum balance throughout the forecast period.
request_224,10327000.0,affordable_with_plan,installments,2025-02-04:10327000,2025-02-04,none,"Use installment plan payment_option_644 (2025-02-04:10327000). This schedule fits your cash flow while preserving your IDR 22,187,600.00 minimum balance."
request_225,18120459.47,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 22,059,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 17,670,700.00 minimum balance."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"You can safely pay the full INR 157,000.00 today. Your balance remains safely above your INR 209,400.00 minimum balance throughout the forecast period."
request_227,42755.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259,700.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 62,900.00 minimum balance."
request_228,10557349.18,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 63,327,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 26,191,200.00 minimum balance."
request_229,727.52,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,526.80 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,000.00 minimum balance."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"You can safely pay the full EUR 3,537.60 today. Your balance remains safely above your EUR 2,000.00 minimum balance throughout the forecast period."
request_231,35706.0,affordable_with_plan,installments,2026-01-03:35706,2026-01-03,none,"Use installment plan payment_option_667 (2026-01-03:35706). This schedule fits your cash flow while preserving your ZAR 24,300.00 minimum balance."
request_232,1869.4,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,970.10 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 2,400.00 minimum balance."
request_233,6241000.0,affordable_with_plan,installments,2025-11-07:6241000,2025-11-07,none,"Use installment plan payment_option_672 (2025-11-07:6241000). This schedule fits your cash flow while preserving your IDR 10,365,700.00 minimum balance."
request_234,528.6,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,213.30 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 700.00 minimum balance."
request_235,967.2,affordable_with_plan,installments,2024-09-06:967.20,2024-09-06,none,Use installment plan payment_option_677 (2024-09-06:967.20). This schedule fits your cash flow while preserving your USD 700.00 minimum balance.
request_236,14404849.18,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,383,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 16,768,600.00 minimum balance."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"You can safely pay the full IDR 23,826,000.00 today. Your balance remains safely above your IDR 22,431,500.00 minimum balance throughout the forecast period."
request_238,663.6,affordable_with_plan,installments,2024-12-07:663.60,2024-12-07,none,Use installment plan payment_option_687 (2024-12-07:663.60). This schedule fits your cash flow while preserving your USD 700.00 minimum balance.
request_239,642.0,affordable_with_plan,installments,2025-05-04:642,2025-05-04,none,Use installment plan payment_option_689 (2025-05-04:642). This schedule fits your cash flow while preserving your USD 600.00 minimum balance.
request_240,37400.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101,200.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 52,800.00 minimum balance."
request_241,21052000.0,affordable_with_plan,installments,2024-03-03:21052000,2024-03-03,none,"Use installment plan payment_option_696 (2024-03-03:21052000). This schedule fits your cash flow while preserving your IDR 19,252,000.00 minimum balance."
request_242,369.4,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,966.80 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 600.00 minimum balance."
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"You can safely pay the full ZAR 17,468.00 today. Your balance remains safely above your ZAR 19,900.00 minimum balance throughout the forecast period."
request_244,49918.0,affordable_with_plan,installments,2024-06-04:49918,2024-06-04,none,"Use installment plan payment_option_704 (2024-06-04:49918). This schedule fits your cash flow while preserving your ZAR 45,900.00 minimum balance."
request_245,65760.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 128,500.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 94,600.00 minimum balance."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:64086,2026-04-03,none,"Use installment plan payment_option_711 (2026-04-03:64086). This schedule fits your cash flow while preserving your ZAR 39,300.00 minimum balance."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"You can safely pay the full EUR 1,059.30 today. Your balance remains safely above your EUR 1,300.00 minimum balance throughout the forecast period."
request_248,1507.36,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 1,965.60 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,300.00 minimum balance."
request_249,342.4,not_affordable,not_recommended,none,,none,Do not proceed with the USD 643.20 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 600.00 minimum balance.
request_250,28820.0,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 124,278.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 35,300.00 minimum balance."
request_251,1513.6,affordable_with_plan,installments,2025-05-03:1513.60,2025-05-03,none,"Use installment plan payment_option_724 (2025-05-03:1513.60). This schedule fits your cash flow while preserving your EUR 1,300.00 minimum balance."
request_252,9110499.82,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 28,082,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 15,152,200.00 minimum balance."
request_253,2143.57,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,840.20 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 2,300.00 minimum balance."
request_254,1759.6,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,535.20 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 2,500.00 minimum balance."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"You can safely pay the full IDR 3,345,000.00 today. Your balance remains safely above your IDR 9,813,900.00 minimum balance throughout the forecast period."
request_256,218700.0,affordable_with_plan,installments,2024-06-03:218700,2024-06-03,none,"Use installment plan payment_option_738 (2024-06-03:218700). This schedule fits your cash flow while preserving your INR 168,600.00 minimum balance."
request_257,1085.2,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Wait until 2025-11-15 to make the full payment of USD 1,352.40. Your balance will reach safe levels on that date."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"You can safely pay the full USD 1,113.60 today. Your balance remains safely above your USD 500.00 minimum balance throughout the forecast period."
request_259,627.3,not_affordable,not_recommended,none,,none,Do not proceed with the EUR 935.00 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 600.00 minimum balance.
request_260,13522299.52,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,079,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 20,727,700.00 minimum balance."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"You can safely pay the full EUR 1,830.40 today. Your balance remains safely above your EUR 1,500.00 minimum balance throughout the forecast period."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"You can safely pay the full IDR 9,236,000.00 today. Your balance remains safely above your IDR 31,018,500.00 minimum balance throughout the forecast period."
request_263,13750.0,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546.00 request. The full amount cannot be completed safely within 90 days while maintaining the required ZAR 24,100.00 minimum balance."
request_264,39795.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 111,300.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 59,500.00 minimum balance."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"You can safely pay the full INR 45,970.00 today. Your balance remains safely above your INR 189,700.00 minimum balance throughout the forecast period."
request_266,935.0,affordable_with_plan,installments,2025-08-03:935,2025-08-03,none,Use installment plan payment_option_765 (2025-08-03:935). This schedule fits your cash flow while preserving your EUR 900.00 minimum balance.
request_267,1925.0,affordable_with_plan,installments,2026-01-05:1925,2026-01-05,none,"Use installment plan payment_option_768 (2026-01-05:1925). This schedule fits your cash flow while preserving your EUR 1,500.00 minimum balance."
request_268,1512.52,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,426.60 request. The full amount cannot be completed safely within 90 days while maintaining the required EUR 1,400.00 minimum balance."
request_269,15490.0,affordable_with_plan,installments,2025-11-04:15490,2025-11-04,none,"Use installment plan payment_option_773 (2025-11-04:15490). This schedule fits your cash flow while preserving your ZAR 23,100.00 minimum balance."
request_270,535.4,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 3,028.80 request. The full amount cannot be completed safely within 90 days while maintaining the required USD 1,400.00 minimum balance."
request_271,84760.0,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 91,300.00 request. The full amount cannot be completed safely within 90 days while maintaining the required INR 58,200.00 minimum balance."
request_272,8815923.93,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 13,585,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 7,508,600.00 minimum balance."
request_273,13372199.88,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 15,861,000.00 request. The full amount cannot be completed safely within 90 days while maintaining the required IDR 18,774,600.00 minimum balance."
request_274,2713.7,affordable_with_plan,installments,2024-12-04:2713.70,2024-12-04,none,"Use installment plan payment_option_786 (2024-12-04:2713.70). This schedule fits your cash flow while preserving your EUR 1,800.00 minimum balance."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"You can safely pay the full IDR 15,884,000.00 today. Your balance remains safely above your IDR 12,760,100.00 minimum balance throughout the forecast period."
